ico,of,kpf,npf,dv,dz,esak,esa,kpp,nacek,nace
46039627,Jiří Adam,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-03-26,2015-04-30,14100,Zaměstnavatelé,1 - 5 zaměstnanců,310,Výroba nábytku
46060618,Zdeněk Danda,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-03-25,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,702,Poradenství v oblasti řízení
46069631,Tělovýchovná jednota Glaverbel Czech Teplice,706,Spolek,1992-04-10,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93110,Provozování sportovních zařízení
46069631,Tělovýchovná jednota Glaverbel Czech Teplice,706,Spolek,1992-04-10,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93110,Provozování sportovních zařízení
46080201,Ing. Jiří Ricka,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-04-13,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,43320,Truhlářské práce
46137581,Ing. Martin Gelnar,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1994-05-19,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,73110,Činnosti reklamních agentur
46177035,Lubomír Mlček - ASTONA,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-02-27,,14100,Zaměstnavatelé,25 - 49 zaměstnanců,14120,Výroba pracovních oděvů
46214844,"Slovácký tenisový klub v Břeclavi, z.s.",706,Spolek,1992-06-22,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93110,Provozování sportovních zařízení
46215671,TJ Sokol Charvátská Nová Ves z.s.,706,Spolek,1992-12-01,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93110,Provozování sportovních zařízení
46223011,Antonín Zedník,107,Zemědělský podnikatel - fyzická osoba nezapsaná v obchodním rejstříku,1993-05-26,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,01500,Smíšené hospodářství
46227211,Ing. Zdeněk Galuška,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1993-09-13,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,4120,Výstavba bytových a nebytových budov
46227211,Ing. Zdeněk Galuška,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1993-09-13,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,4120,Výstavba bytových a nebytových budov
46249095,Pavel Jurnečka,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1993-12-15,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,33,Opravy a instalace strojů a zařízení
46258116,Zdeněk Pecha,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-12-15,,14100,Zaměstnavatelé,50 - 99 zaměstnanců,56291,Stravování v závodních kuchyních
46258507,Petr Vaněk,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-12-29,,14100,Zaměstnavatelé,25 - 49 zaměstnanců,46730,"Velkoobchod se dřevem, stavebními materiály a sanitárním vybavením"
46262270,Sylva Ferdová,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-10-13,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,471,Maloobchod v nespecializovaných prodejnách
46270850,"Aeroklub Vyškov, z. s.",706,Spolek,1992-08-26,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93110,Provozování sportovních zařízení
46271104,"Základní škola, Bučovice,Školní č.p.710",331,Příspěvková organizace,1993-01-01,,13130,Místní vládní instituce,25 - 49 zaměstnanců,85311,Základní vzdělávání na druhém stupni základních škol
46276033,Obec Vlachova Lhota,801,Obec nebo městská část hlavního města Prahy,1991-12-17,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
46276211,Sportovní klub Jaroslavice z.s.,706,Spolek,1991-02-05,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93110,Provozování sportovních zařízení
46276262,Charita sv. Anežky Otrokovice,721,Církevní organizace,1992-01-07,,15002,Neziskové instituce sloužící domácnostem soukromé národní,50 - 99 zaměstnanců,8899,Ostatní ambulantní nebo terénní sociální služby j. n.
46276351,"Fotbalový klub Mladcová, z. s.",706,Spolek,1991-12-16,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93110,Provozování sportovních zařízení
46277374,Spojené sportovní kluby Malé kopané Zlín,706,Spolek,1990-10-23,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
46277633,"Handicap Zlín, z.s.",706,Spolek,1992-09-18,,15002,Neziskové instituce sloužící domácnostem soukromé národní,20 - 24 zaměstnanci,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
46288945,Jiří Polášek,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-03-12,,14100,Zaměstnavatelé,25 - 49 zaměstnanců,46,"Velkoobchod, kromě motorových vozidel"
46307311,"Sportovní klub Policie Zlín, z.s.",706,Spolek,1990-05-26,,15002,Neziskové instituce sloužící domácnostem soukromé národní,10 - 19 zaměstnanců,93120,Činnosti sportovních klubů
46307478,"SK Rytmik Zlín, z.s.",706,Spolek,1990-11-26,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,93120,Činnosti sportovních klubů
46307478,"SK Rytmik Zlín, z.s.",706,Spolek,1990-11-26,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,93120,Činnosti sportovních klubů
46307745,"Základní škola Zlín, Okružní 4685, příspěvková organizace",331,Příspěvková organizace,1993-01-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,85311,Základní vzdělávání na druhém stupni základních škol
46311041,Klub dárců krve při Baťově nemocnici,706,Spolek,1992-12-02,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
46311360,"Valašský soubor Kašava, z. s.",706,Spolek,1991-01-29,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
46311432,Farní sbor Českobratrské církve evangelické ve Zlíně,721,Církevní organizace,1992-12-10,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,94910,Činnosti náboženských organizací
46342010,"REDO, s.r.o.",112,Společnost s ručením omezeným,1992-04-01,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,15120,"Výroba brašnářských, sedlářských a podobných výrobků"
46342354,"VÝTAHY, s.r.o.",112,Společnost s ručením omezeným,1992-03-27,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,28220,Výroba zdvihacích a manipulačních zařízení
46342516,Ryček s.r.o.,112,Společnost s ručením omezeným,1992-04-06,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,46690,Velkoobchod s ostatními stroji a zařízením
46342796,"OHL ŽS, a.s.",121,Akciová společnost,1992-03-31,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,1000 - 1499 zaměstnanců,42120,Výstavba železnic a podzemních drah
46342907,"BIOMEDICA ČS, s.r.o.",112,Společnost s ručením omezeným,1992-04-30,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,25 - 49 zaměstnanců,46460,Velkoobchod s farmaceutickými výrobky
46342907,"BIOMEDICA ČS, s.r.o.",112,Společnost s ručením omezeným,1992-04-30,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,25 - 49 zaměstnanců,46460,Velkoobchod s farmaceutickými výrobky
46343423,RACOM s.r.o.,112,Společnost s ručením omezeným,1992-04-10,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,26300,Výroba komunikačních zařízení
46343440,"Horticentrum, spol. s r.o.",112,Společnost s ručením omezeným,1992-04-14,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,47,"Maloobchod, kromě motorových vozidel"
46343521,ELMO spol. s r.o.,112,Společnost s ručením omezeným,1992-04-07,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,43210,Elektrické instalace
46344519,"GARANT, spol. s r.o.",112,Společnost s ručením omezeným,1992-04-22,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,711,Architektonické a inženýrské činnosti a související technické poradenství
46344578,PARTNER KLIMA spol. s r.o.,112,Společnost s ručením omezeným,1992-05-27,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,33200,Instalace průmyslových strojů a zařízení
46344861,"ALTECH, spol. s r.o.",112,Společnost s ručením omezeným,1992-04-23,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,28220,Výroba zdvihacích a manipulačních zařízení
46345060,"INSTALACE plus, spol. s r.o.",112,Společnost s ručením omezeným,1992-04-28,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,43220,"Instalace vody, odpadu, plynu, topení a klimatizace"
46345191,STaDO s.r.o.,112,Společnost s ručením omezeným,1992-04-17,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,4120,Výstavba bytových a nebytových budov
46345582,"Auto Fit, spol. s r.o.",112,Společnost s ručením omezeným,1992-04-24,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,25 - 49 zaměstnanců,45310,"Velkoobchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů"
46345949,KOVONAX spol. s r.o.,112,Společnost s ručením omezeným,1992-05-14,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,31090,Výroba ostatního nábytku
46345965,Česká zbrojovka a.s.,121,Akciová společnost,1992-05-26,,11002,Nefinanční podniky soukromé národní,1500 - 1999 zaměstnanců,25400,Výroba zbraní a střeliva
46346074,"Zetor, a.s.",121,Akciová společnost,1992-05-01,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,1 - 5 zaměstnanců,68202,Pronájem vlastních nebo pronajatých nemovitostí s nebytovými prostory
46346139,Šmeral Brno a.s.,121,Akciová společnost,1992-05-01,,11002,Nefinanční podniky soukromé národní,250 - 499 zaměstnanců,28410,Výroba kovoobráběcích strojů
46346996,BMT Medical Technology s.r.o.,112,Společnost s ručením omezeným,1992-05-01,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,250 - 499 zaměstnanců,32500,Výroba lékařských a dentálních nástrojů a potřeb
46347194,"STAVEXIS, s.r.o.",112,Společnost s ručením omezeným,1992-05-27,,11002,Nefinanční podniky soukromé národní,20 - 24 zaměstnanci,68310,Zprostředkovatelské činnosti realitních agentur
46347275,"Brněnské vodárny a kanalizace, a.s.",121,Akciová společnost,1992-05-01,,11001,Nefinanční podniky veřejné,500 - 999 zaměstnanců,36000,"Shromažďování, úprava a rozvod vody"
46347534,"Teplárny Brno, a.s.",121,Akciová společnost,1992-05-01,,11001,Nefinanční podniky veřejné,500 - 999 zaměstnanců,35301,Výroba tepla
46347542,"MORAVOSTAV Brno, a.s. stavební společnost",121,Akciová společnost,1992-04-30,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,4120,Výstavba bytových a nebytových budov
46347623,Interhotel Moskva a.s.,121,Akciová společnost,1992-05-01,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,6820,Pronájem a správa vlastních nebo pronajatých nemovitostí
46349235,"NOVADUS, spol. s r.o.",112,Společnost s ručením omezeným,1993-05-26,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,42211,Výstavba inženýrských sítí pro kapaliny
46349669,AGROFARMA spol.s r.o.,112,Společnost s ručením omezeným,1992-07-01,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,01110,"Pěstování obilovin (kromě rýže), luštěnin a olejnatých semen"
46349758,PBR KOMTECH spol.s r.o.,112,Společnost s ručením omezeným,1993-05-06,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,26300,Výroba komunikačních zařízení
46349758,PBR KOMTECH spol.s r.o.,112,Společnost s ručením omezeným,1993-05-06,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,26300,Výroba komunikačních zařízení
46350110,TRIGON PLUS spol. s r.o.,112,Společnost s ručením omezeným,1992-06-23,,11002,Nefinanční podniky soukromé národní,20 - 24 zaměstnanci,46460,Velkoobchod s farmaceutickými výrobky
46352163,S E T O S spol. s r.o.,112,Společnost s ručením omezeným,1992-08-13,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,46520,Velkoobchod s elektronickým a telekomunikačním zařízením a jeho díly
46352864,"STS Olbramovice, spol. s r.o.",112,Společnost s ručením omezeným,1992-08-29,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,25110,Výroba kovových konstrukcí a jejich dílů
46352899,KROS spol. s r.o.,112,Společnost s ručením omezeným,1992-07-24,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,49410,Silniční nákladní doprava
46353259,"Gastro instant, spol. s r.o.",112,Společnost s ručením omezeným,1992-08-27,,11002,Nefinanční podniky soukromé národní,20 - 24 zaměstnanci,46390,"Nespecializovaný velkoobchod s potravinami, nápoji a tabákovými výrobky"
46355901,PRISKO a.s.,121,Akciová společnost,1992-10-01,,13110,Ústřední vládní instituce,1 - 5 zaměstnanců,64999,Jiné finanční zprostředkování j. n.
46355979,"Lesy Mladá Boleslav, a.s.",121,Akciová společnost,1992-10-27,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,02400,Podpůrné činnosti pro lesnictví
46356533,"CENTROTHERM Mladá Boleslav, a.s.",121,Akciová společnost,1993-07-02,,11001,Nefinanční podniky veřejné,25 - 49 zaměstnanců,3530,"Výroba a rozvod tepla a klimatizovaného vzduchu, výroba ledu"
46356550,Příbramská teplárenská a.s.,121,Akciová společnost,1993-09-15,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,3530,"Výroba a rozvod tepla a klimatizovaného vzduchu, výroba ledu"
46356835,Geus okna a.s.,121,Akciová společnost,1993-12-23,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,22230,Výroba plastových výrobků pro stavebnictví
46356967,"Vodohospodářská společnost Vrchlice - Maleč, a.s.",121,Akciová společnost,1993-09-16,,11001,Nefinanční podniky veřejné,100 - 199 zaměstnanců,36000,"Shromažďování, úprava a rozvod vody"
46356975,"Vodovody a kanalizace Beroun, a.s.",121,Akciová společnost,1994-01-01,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,100 - 199 zaměstnanců,36000,"Shromažďování, úprava a rozvod vody"
46356975,"Vodovody a kanalizace Beroun, a.s.",121,Akciová společnost,1994-01-01,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,100 - 199 zaměstnanců,36000,"Shromažďování, úprava a rozvod vody"
46356983,"Vodovody a kanalizace Mladá Boleslav, a.s.",121,Akciová společnost,1994-01-01,,11001,Nefinanční podniky veřejné,250 - 499 zaměstnanců,36000,"Shromažďování, úprava a rozvod vody"
