ds,ico,nazev
enxbpfy,00271942,Obec Podhorní Újezd a Vojice
3vtb3gi,00483877,Obec Podhořany u Ronova
uvjbqyb,00572683,Obec Podhradí
mfvauw7,48471798,OBEC PODHRADÍ
x4fbjf6,00636924,Obec Podhradí nad Dyjí
vi3autr,00287610,Obec Podhradní Lhota
qhha73p,00373559,Obec Podivice
yz5bri9,00544493,Obec Podkopná Lhota
ehvbjfg,00662941,Obec Podlesí
cgja527,00279382,Obec Podlesí
yd3aku6,00234818,Obec Podlešín
pqkb4zc,00233731,Obec Podluhy
ptkaja7,00580023,Obec Podmoklany
h23ay86,00258989,Obec Podmokly
twwbxzn,49209001,Obec Podmokly
wqxb46g,00876003,Obec Podmoky
wv4bwtu,00580031,Obec Podmoky
p6ha2uy,00637491,Obec Podmolí
s84ayv6,00637564,Obec Podmyče
x2yaryi,00240605,Obec Podolanka
zijard5,00635791,Obec Podolí
369brjn,00599689,Obec Podolí
hcyay5u,00636479,Obec Podolí
usfasq6,00291242,Obec Podolí
sxjbk53,00282332,Obec Podolí
gd2b67d,00250007,Obec Podolí I
9i2bbyj,00368709,Obec Podomí
wfyatcz,00555207,Obec Podsedice
h75a48n,00580635,Obec Podůlšany
etba9ij,00271977,Obec Podůlší
wp9bi9k,00498572,Obec Podveky
emgavya,00268062,Obec Pohled
cibaygm,00179761,Obec Pohleď
szea48g,00277151,Obec Pohledy
b6iajp5,00582514,Obec Pohnánec
7gxanzh,00252671,Obec Pohnání
vevam2y,00667773,Obec Pohorovice
i2kapei,00475483,Obec Pohorská Ves
nnqbp5i,00568686,Obec Pohořelice
5a9aphm,00275263,Obec Pohoří
pv5amag,00241555,Obec Pohoří
68kjdz3,00667081,Obec Pojbuky
3n7bgcg,00599697,Obec Pokojov
kizj2x4,00378461,Obec Pokojovice
3mcbx93,00270725,Obec Pokřikov
939ajda,49180592,Obec Polánka
ebxbh89,00573591,Obec Poleň
jpibrbc,00264202,Obec Polepy
5s5bmew,00235644,Obec Polepy
njkarvc,00266132,Obec Polerady
qv9a7qv,00240613,Obec Polerady
d9ebf8y,00583529,Obec Polesí
v2ub435,00525405,Obec Polevsko
pygbbys,00290149,Obec Police
knaa7xy,00635804,Obec Police
u67asdc,00635880,Obec Police
rbyper7,01265741,Obec Poličná
8f4bnj8,00301752,Obec Polkovice
pepfetp,04498356,Obec Polná na Šumavě
urga7ui,00473731,Obec Polní Chrčice
6v9am56,00473740,Obec Polní Voděrady
e67bbyy,00840670,Obec Polnička
5ygasd6,00850675,Obec Polom
6pfapp8,00579165,OBEC POLOM
cdubqq4,00600059,Obec Polomí
kqwaxk7,00666491,Obec Polště
yuda3mv,00277185,Obec Pomezí
ikpbrjw,00572730,Obec Pomezí nad Ohří
rytb6hh,00666505,Obec Ponědraž
c8wb66y,00666513,Obec Ponědrážka
mt9b5xm,00365408,Obec Ponětovice
6dwbbx6,00276006,Obec Poniklá
tx2ed5k,00247286,Obec Popelín
f4sbue4,00283517,Obec Popice
9phajq5,00488267,Obec Popovice
4cha8vy,00508411,Obec Popovice
rw6bzqz,00291269,Obec Popovice
9vfakxa,00640131,Obec Popovičky
skdb4kj,00378453,Obec Popůvky
y8catq8,00488275,Obec Popůvky
8sbbj82,00239666,Obec Poříčany
irubi8b,00232513,Obec Poříčí nad Sázavou
3spa48c,00579611,Obec Poříčí u Litomyšle
wjvby6y,00253685,Obec Postřekov
9ygbvij,00303232,Obec Postřelmov
errasez,00635961,Obec Postřelmůvek
4rfajux,00240621,Obec Postřižín
4ntat7t,00232521,Obec Postupice
n2pbf8u,00248886,Obec Pošná
uasb2f4,00640484,Obec Poštovice
4fqbus3,00568694,Obec Poteč
29uakfd,00236365,Obec Potěhy
9dya7y5,00275271,OBEC POTŠTEJN
a6wa7ut,00254894,Obec Potůčky
4eubxjd,47733390,Obec Potvorov
5m6a63e,00883611,Obec Poustka
fc8a2u6,00283533,Obec Pouzdřany
vkmbbxa,00266931,Obec Povrly
gkxbta8,00378356,Obec Pozďatín
x2kb3ct,00304204,Obec Pozděchov
kvpb2mu,00234826,Obec Pozdeň
4q3bu8a,00599247,Obec Prace
ruzancf,00251682,Obec Pracejovice
cn4b3hd,00270733,Obec Prachovice
ihabscw,00264229,Obec Prackovice nad Labem
rqqarwr,00293385,Obec Práče
b6ca8da,00257117,Obec Prádlo
k3mb3u2,00291277,Obec Prakšice
mkxaywp,00572799,Obec Prameny
866a9i8,00269344,OBEC PRASEK
28sbbwr,00269352,OBEC PRASKAČKA
duuatvq,00380849,Obec Prasklice
g7ta7gf,00233749,Obec Praskolesy
4p7bxzj,43313957,Obec Prášily
abuarex,00544566,Obec Pravčice
6jxa2tc,00636932,Obec Pravice
zvga8xv,00488071,Obec Pravlov
rc9b8eg,00232548,Obec Pravonín
cjya497,00580538,Obec Pravy
4r5a5rw,00576999,Obec Pražmo
i45aret,00304212,Obec Prlov
ks6bymm,00266566,Obec Proboštov
nzmb7pb,00582930,Obec Probulov
xhjb69z,00509272,Obec Prodašice
vsna2tf,00636941,Obec Prokopov
wmta6wa,00579173,OBEC PRORUBY
upmbpr6,00511285,Obec Proseč
ngsbnwb,00671941,Obec Proseč pod Ještědem
xtybf8q,00515973,Obec Proseč pod Křemešníkem
78ka58e,00278203,OBEC PROSEČNÉ
zvdbjaw,00301809,Obec Prosenice
sjyajnh,00243116,Obec Prosenická Lhota
bpnb2yu,00295167,Obec Prosetín
mc9a493,00270750,Obec Prosetín
4e5ayi7,00268089,Obec Prosíčka
89hbx8i,00288667,Obec Prostějovičky
nbqbiwt,00573663,Obec Prostiboř
wiea7pb,00304221,Obec Prostřední Bečva
kzda2tj,00637785,Obec Prostřední Poříčí
adea8ii,00524760,Obec Provodín
twearem,00284378,OBEC PROVODOV
9jqbvvf,00636487,Obec Provodovice
q8jas2m,00272957,Obec Provodov-Šonov
vbganty,00282405,Obec Prštice
padbbvg,00241563,Obec Průhonice
inqaky5,00639729,Obec Prusice
42hbjbb,00287644,Obec Prusinovice
t88bjbh,00292222,Obec Prusy-Boškůvky
eg4bbvn,00285226,Obec Prušánky
x3uan79,00525197,Obec Prysk
5cta6m8,00494216,Obec Pržno
jfxbjbm,00635782,Obec Pržno
bcnbvr6,00576255,Obec Přáslavice
mp3bw6v,00583987,Obec Přeborov
622bq6u,00667781,Obec Přechovice
t9eawmc,00378364,Obec Přeckov
jtqbx44,00240630,OBEC PŘEDBOJ
huubw25,00574180,Obec Předenice
tkya3bk,00654621,Obec Předhradí
8k9bf8m,00290181,Obec Předín
q77b4ey,00365416,Obec Předklášteří
va4bx7b,00238473,Obec Předměřice nad Jizerou
jrda9er,00269379,Obec Předměřice nad Labem
2naanca,00228699,Obec Předmíř
sycbupv,00246085,Obec Přední Výtoň
576am2u,00667790,Obec Přední Zborovice
pwqbhid,00475289,Obec Předotice
cjsbrxa,00256021,Obec Předslav
ezfam3k,00251691,Obec Předslavice
335atbg,00252719,Obec Přehořov
g4havwc,00473758,Obec Přehvozdí
p58bzv8,00258288,Obec Přehýšov
byea663,00234834,Obec Přelíc
ysma87f,00274119,Obec Přelovice
sfhbbwv,00288683,Obec Přemyslovice
ne8a7ss,00276014,Obec Přepeře
hu5axzx,00509311,Obec Přepeře
v6ia49v,00274127,Obec Přepychy
afrbw8w,00275280,OBEC PŘEPYCHY
7etb5xc,00239682,Obec Přerov nad Labem
w5ejd4h,00639940,Obec Přerubenice
99qb8bu,00636959,Obec Přeskače
4vmasmq,44227531,Obec Přestanov
2vhb5qb,00636495,Obec Přestavlky
rtubp6w,00486264,Obec Přestavlky
gatbja8,48333344,Obec Přestavlky
iu6busc,00555215,Obec Přestavlky
rsgakc6,00232564,Obec Přestavlky u Čerčan
xfwb2gh,00378348,Obec Přešovice
whcbw6p,00250040,Obec Přeštěnice
2cjbxae,00251704,Obec Přešťovice
qpfa9aw,00269387,Obec Převýšov
y4jb5vi,00240656,Obec Přezletice
raqb6e7,00600211,Obec Přibice
qepb44n,00282413,Obec Příbram na Moravě
5rnatx9,00666955,Obec Příbraz
izcb3j4,00272965,OBEC PŘIBYSLAV
diia8jx,00290203,Obec Přibyslavice
xbwa6zk,00637548,Obec Přibyslavice
ww9auzd,00257133,Obec Příchovice
rm7apwi,00244252,Obec Příčina
pynapap,00473880,Obec Příčovy
pi2asev,00228711,Obec Příkazy
n48bh85,18243665,Obec Příkosice
ktian9a,00276022,Obec Příkrý
f7kaxd5,00639958,Obec Přílepy
6xwaswn,00544531,OBEC PŘÍLEPY
v77a92f,00277223,Obec Příluka
psqam3g,00246107,Obec Přísečná
9vxbtic,00268119,Obec Příseka
xefa8zt,00488283,Obec Přísnotice
qd4a8ur,00473766,Obec Přistoupim
2ekaspn,00235652,Obec Přišimasy
mcgavp8,00573043,Obec Příšov
hm8bbw3,00263125,Obec Příšovice
wtra75g,48527467,Obec Příštpo
b74a2tr,00283550,Obec Přítluky
sucay8y,00259012,Obec Přívětice
xria3vf,00853984,Obec Přívrat
vcaj2xw,00667099,Obec Psárov
rvhbuxe,00241580,OBEC PSÁRY
mzebxkz,00508489,Obec Psáře
wwdaxsk,00576972,Obec Pstruží
j2wak6r,48146994,OBEC PŠÁNKY
spsb3ti,00254941,Obec Pšov
hpvbgpk,00244279,Obec Pšovlky
5ptbbuu,00288691,Obec Ptení
bzaa4ds,00257141,Obec Ptenín
ywzata3,00234842,Obec Ptice
xt6atim,00509183,Obec Ptýrov
ntya7fw,45978794,OBEC PUCHLOVICE
xwhbh8x,00253693,Obec Puclice
2nvbik9,00378330,Obec Pucov
rg2av95,00286460,Obec Puklice
6bgaxkv,00832332,Obec Pulečný
uavbp4z,00277231,Obec Pustá Kamenice
ur3b34h,00300608,Obec Pustá Polom
6xta49r,00277240,Obec Pustá Rybná
7pnaxsh,00600822,Obec Pustějov
6t8bsqx,00292231,Obec Pustiměř
fq4a5ak,00279412,Obec Pustina
aiaby85,00244287,Obec Pustověty
yjzam3d,00250058,Obec Putim
vt5bua5,00515965,Obec Putimov
tbqaqib,00290254,Obec Pyšel
2m7aypf,00509078,Obec Rabakov
v9nb3h3,69171289,Obec Rabštejnská Lhota
y79a53c,00274135,Obec Ráby
47uaqam,00232599,Obec Rabyně
tkpb2cs,00284386,Obec Racková
inia9nb,00378518,Obec Rácovice
tk3aqyh,00673161,Obec Račetice
chiaqwt,00525413,Obec Račice
6hzbu32,16981901,Obec Račice
yn8a9yi,00378526,Obec Račice
fhhaxat,00599701,Obec Račice
uwibbux,00292249,Obec Račice - Pístovice
7uibqg4,00653365,OBEC RAČICE NAD TROTINOU
fv9awxy,00842311,Obec Račín
q52aq2e,00264261,Obec Račiněves
jysb34k,00673234,Obec Radčice
23qa7wb,00285234,Obec Radějov
34qbpjd,00240672,Obec Radějovice
bfjand4,00667803,Obec Radějovice
eeja9vf,00599719,Obec Radenice
edvapyj,00252735,Obec Radenín
gprav99,00599727,Obec Radešín
rvsavw8,00295205,Obec Radešínská Svratka
fw5at6p,00662950,Obec Radětice
h6jam4z,00252743,Obec Radětice
j9kedv6,00250643,Obec Radhostice
m6jbq9e,00274143,Obec Radhošť
h2vbmw9,00473898,Obec Radíč
mv4bm2y,00301841,Obec Radíkov
d54a6n2,45978786,OBEC RADÍKOVICE
szfj9sk,00272001,Obec Radim
rvkbikc,00235661,Obec Radim
6zga929,00277258,Obec Radiměř
zw2bp3g,00671932,Obec Radimovice
zjub7iy,00667102,Obec Radimovice u Tábora
kqta9x9,00252751,Obec Radimovice u Želče
i3ybs8a,00599735,Obec Radkov
heibf9d,42634512,Obec Radkov
qida5ae,00194646,Obec Radkov
sxuam4v,00667111,Obec Radkov
pa6bjfc,00635383,Obec Radkov
ycbasep,00636509,Obec Radkova Lhota
n8mbhf3,00574210,Obec Radkovice
9pfj2mc,00378534,Obec Radkovice u Budče
d5wbtc5,00290297,Obec Radkovice u Hrotovic
5x7bree,00636517,Obec Radkovy
sfpan8s,00262544,Obec Rádlo
eteaw7g,00599743,Obec Radňoves
2xiay5i,00545422,Obec Radňovice
8jhbms5,00240681,Obec Radonice
bbybbu9,00262111,Obec Radonice
tfmbwca,00545660,Obec Radonín
md5a2gs,00487520,Obec Radostice
dgpbqgi,00580040,Obec Radostín
zx4ayk4,00531847,Obec Radostín
mn7bzx6,00295248,Obec Radostín nad Oslavou
e7dapat,00276031,Obec Radostná pod Kozákovem
m9aa6ji,45978671,OBEC RADOSTOV
96ka93n,00378551,Obec Radošov
2j6b5a7,00251739,Obec Radošovice
8wkbgnr,00232602,Obec Radošovice
x7nb7cb,00581879,Obec Radošovice
peyjdu5,48527475,Obec Radotice
pejbina,00636525,Obec Radotín
s3ubhjs,00526088,Obec Radovesice
uk4bmrx,00639737,Obec Radovesnice I
yiubpvu,00235687,Obec Radovesnice II
qpcbjmx,00373567,Obec Radslavice
744bhch,00301884,Obec Radslavice
4bqazb7,00300624,Obec Raduň
nkgan43,46750690,Obec Radvanec
85kasej,00636533,Obec Radvanice
weqb7hj,00278220,OBEC RADVANICE
pgzbwzm,00303267,Obec Rájec
fh7bg7p,00280844,Obec Ráječko
ckua2gw,00488291,Obec Rajhradice
gx5bbtq,00287661,Obec Rajnochovice
4qyb7jd,00276049,Obec Rakousy
ttkbnfk,00636541,Obec Rakov
spvbrgg,00519391,Obec Raková
39sbtjv,00600067,Obec Raková u Konice
9habhi4,00512061,Obec Rakovice
k9rbgd4,00600075,Obec Rakůvka
azjb2vh,00283568,OBEC RAKVICE
z3ea964,00556416,Obec Raná
zbna5aa,00270814,Obec Raná
zr3a9qz,00839574,Obec Rančířov
68dav54,00543730,Obec Rantířov
76ubbsw,00290335,OBEC RAPOTICE
nk3bjc2,00635901,Obec Rapotín
3q5am4s,00666521,Obec Rapšach
4dda54p,00272973,OBEC RASOŠKY
qzdb5yy,00578517,OBEC RAŠÍN
xdjbbs2,00577006,Obec Raškovice
jc8b5zj,00532151,Obec Rašov
zpia7qq,00236373,Obec Rašovice
6tqaj5v,00292265,Obec Rašovice
n8taury,00232611,Obec Rataje
2bsbpqm,00252786,Obec Rataje
x54bp8q,00287679,OBEC RATAJE
c3xbqtd,00235695,Obec Ratboř
zasa73j,00239704,Obec Ratenice
j8uandy,00512711,Obec Ratiboř
24bb368,00304263,Obec Ratiboř
3drbr9c,00252794,Obec Ratibořské Hory
kprbzen,00285242,Obec Ratíškovice
vc5atkj,00473481,Obec Ratměřice
emabine,00296287,Obec Razová
e2qb38f,00250074,Obec Ražice
3tja2f3,00488089,Obec Rebešovice
5tzbimm,00635910,Obec Rejchartice
7dfaz5k,00636967,Obec Rešice
ahsasm6,00640760,Obec Roblín
8psbh8u,00572861,Obec Rochlov
bbaarxd,00264318,Obec Rochov
anuawmn,00511200,Obec Rodinov
mqcax5m,00840645,Obec Rodkov
9daam37,00582450,Obec Rodná
bfyb7b8,00247375,Obec Rodvínov
je6bbru,00488526,Obec Rohatec
2hzarwm,00509035,Obec Rohatsko
9ksa6e3,00579246,OBEC ROHENICE
amvbbry,00303291,Obec Rohle
hx9bv95,00635499,Obec Rohov
zukbbq5,00274151,Obec Rohovládova Bělá
c3caujf,00498611,Obec Rohozec
9niayug,00280861,Obec Rohozec
e3va2ey,00286516,Obec Rohozná
tsqbq8v,00277274,Obec Rohozná
7e4a6w6,00578525,Obec Rohoznice
di8bsgt,00274160,Obec Rohoznice
cfsawge,00378569,Obec Rohy
33gjdyn,00599751,Obec Rojetín
93vburj,00262129,Obec Rokle
e8nb5fn,48679836,Obec Rokytá
4xybhb4,00578533,Obec Rokytňany
7tjb5kg,00301914,Obec Rokytnice
j2mbj7x,70805202,Obec Rokytnice
94xa5a6,00274178,Obec Rokytno
hrtanfw,00509434,Obec Rokytovec
q7hbih2,70305587,Obec Ropice
d2eb6g8,00276065,Obec Roprachtice
rgxa8k8,00512729,Obec Roseč
f22bzyn,00270831,Obec Rosice
gxca39x,00374458,Obec Rosička
tchax44,00666904,Obec Rosička
gd8bih8,00243191,Obec Rosovice
ke7b8ib,61729639,Obec Rostěnice - Zvonovice
zysbihw,00235709,Obec Rostoklaty
gwga628,00287687,Obec Roštění
4pparei,00287695,Obec Roštín
uqhbkyu,00532169,Obec Roubanina
t7gbqvz,00290378,Obec Rouchovany
pedb7cf,00252816,Obec Roudná
kc2au6r,00245372,Obec Roudné
ht3bpgc,00269433,Obec Roudnice
eedbwjj,00296295,Obec Roudno
u6wbrei,00257176,Obec Roupov
4x6aumz,00636550,Obec Rouské
citb63n,00599760,Obec Rousměrov
7grbbpm,00295281,Obec Rovečné
hwvasfd,00303305,Obec Rovensko
txpb7jg,00667811,Obec Rovná
3dnb4kf,00583537,Obec Rovná
biyamk4,00259560,Obec Rovná
s2aa2f7,00282499,Obec Rozdrojovice
4d9a3bg,00496979,Obec Rozhovice
iv8a5by,00277282,Obec Rozhraní
j9cbuyx,00636975,Obec Rozkoš
5maa9um,00599778,Obec Rozseč
r7tbf99,00488640,Obec Rozseč
nr2bzpm,00280879,Obec Rozseč nad Kunštátem
h8za2fd,00542881,Obec Rozsíčka
ii8ax4a,00268151,Obec Rozsochatec
rkca7t5,00295311,Obec Rozsochy
5k4bwit,00288721,Obec Rozstání
5dpa3uw,00277291,Obec Rozstání
yrjbynv,00639966,Obec Roztoky
mhmapcm,00276081,Obec Roztoky u Jilemnice
vktan97,00276090,Obec Roztoky u Semil
xhrbiju,00260126,Obec Rozvadov
mv7bbpw,00246123,Obec Rožmitál na Šumavě
4bmbbn8,00295329,Obec Rožná
ppqb7sm,00272981,OBEC ROŽNOV
vzjanwa,00233765,Obec Rpety
bf9a8a2,00266574,Obec Rtyně nad Bílinou
b6xb4m9,00842567,Obec Ruda
3c9ajnd,00244333,Obec Ruda
iq3bbni,00303313,Obec Ruda nad Moravou
er9byz2,00542270,Obec Rudice
9fqa2ej,00280895,Obec Rudice
9xsbbmp,00290386,Obec Rudíkov
eczasrv,46276050,Obec Rudimov
7eeakz8,00378542,Obec Rudka
jzxa2a5,00636983,Obec Rudlice
cssa3p4,00277304,Obec Rudná
nqgbijy,00575984,Obec Rudná pod Pradědem
z86bx3g,00278246,Obec Rudník
wq8a55a,00599786,Obec Rudolec
7cab3x3,00279421,Obec Rudoltice
a3ha8mu,00292290,Obec Ruprechtov
qjubwr4,00287709,Obec Rusava
yq3ar3v,00296309,Obec Rusín
3nhawfk,00268160,Obec Rušinov
y6hbbmt,00304280,Obec Růžďka
a55aya2,00488658,Obec Růžená
smcbpg7,00556017,Obec Růžová
63wbndj,00600741,Obec Rybí
tpha5bt,00274194,Obec Rybitví
2isazgf,00275328,Obec Rybná nad Zdobnicí
m4za95v,00373907,Obec Rybné
r65awcf,00572969,Obec Rybnice
ynfa2ep,48838756,Obec Rybníček
rhta5tw,00268178,Obec Rybníček
8ita3vb,00581020,Obec Rybník
yziavaa,00253707,Obec Rybník
8rcbzcf,00636991,Obec Rybníky
7nkbn9w,00875899,Obec Rybníky
a2fbx48,00524212,Obec Rybniště
4gsa5bp,00277312,Obec Rychnov na Moravě
872a6rx,00273007,OBEC RYCHNOVEK
hvwa7jr,00556882,Obec Ryjice
g4bbikg,00544558,Obec Rymice
y33axaj,00515817,Obec Rynárec
ujfbgyc,00244341,Obec Rynholec
pzfawug,00263168,Obec Rynoltice
94nb4bc,00296325,Obec Ryžoviště
3uca9zu,00286559,Obec Řásná
dszbbsb,00274208,Obec Řečany nad Labem
nk9awnx,00248991,Obec Řečice
aayat78,00295353,Obec Řečice
zn9b6ry,00240699,OBEC ŘEHENICE
bazbqym,00266981,Obec Řehlovice
ggxaxtb,00576891,Obec Řeka
i6vaju8,00582468,Obec Řemíčov
5aybnit,00257184,Obec Řenče
rdmaw25,00236390,Obec Řendějov
nwbbv58,00667129,Obec Řepeč
8a2bijq,00667820,Obec Řepice
4zqbbri,00237175,Obec Řepín
q98axt7,00577031,Obec Řepiště
c93a5ch,00270865,Obec Řepníky
3d2as86,00238562,Obec Řepov
tyajd34,00639974,Obec Řeřichy
m3ca5cb,00270873,Obec Řestoky
zwxb2ej,00279447,Obec Řetová
wuma5c7,00580937,Obec Řetůvka
3t6bwp2,00244368,Obec Řevničov
dwzb69a,00374903,Obec Řícmanice
s6abvw3,00282537,Obec Říčany
i8fa2yt,00636789,Obec Říčky
g59aqcu,00579149,obec Říčky v Orlických horách
jusa8mq,60799692,Obec Řídeč
jjcbiij,00543748,Obec Řídelov
vn9a3kj,00579629,Obec Řídký
8zaedw9,00599794,Obec Řikonín
6wxa722,00857564,Obec Říkov
9sqa7m9,00636568,Obec Říkovice
8imbqjf,00378577,Obec Římov
zddefn5,00245402,Obec Římov
turakm5,00508497,Obec Řimovice
dw7bij5,00667137,Obec Řípec
cq2a89p,00234851,Obec Řisuty
q7ka76z,00241644,Obec Řitka
imuaprf,00509051,Obec Řitonice
7mwa5c4,00277321,Obec Sádek
5tbayqr,00243264,Obec Sádek
vzdbbke,00254959,Obec Sadov
svwbgcj,00653373,OBEC SADOVÁ
22xayci,00249017,Obec Salačova Lhota
sbeass3,00362417,Obec Salaš
kykas9s,00236403,Obec Samopše
7guazck,48769967,Obec Samotišky
bsdbgav,00249025,Obec Samšín
9ujapqk,00272078,Obec Samšina
kt2bvub,00239739,Obec Sány
45wbiib,00853976,Obec Sázava
qjcap62,00374466,Obec Sázava
bs6bpuq,00268186,Obec Sázavka
akwbqvb,00234869,Obec Sazená
bx5b57b,00842346,Obec Sazomín
zgmbjmt,00568716,Obec Sazovice
g9napjs,00272086,Obec Sběř
a8rapx6,00639681,Obec Schořov
hg3bh9n,00573914,Obec Sebečice
qraard9,00280917,Obec Sebranice
ge7a5dw,00277339,Obec Sebranice
eusb2z8,00257192,Obec Seč
wdca3pt,00279471,Obec Seč
pp4awed,00373915,Obec Sedlatice
xwka7vw,48679763,Obec Sedlec
fg5b8n6,00378585,Obec Sedlec
qsrbiuv,00283576,Obec Sedlec
zj2bius,00245411,Obec Sedlec
2yeawc9,47733403,Obec Sedlec
84ma7ix,00832570,Obec Sedlec
9icar3p,00640239,OBEC SEDLEC
xswb7p7,00667145,Obec Sedlečko u Soběslavě
maibpxv,00286605,Obec Sedlejov
3c6avzf,00580058,Obec Sedletín
k8ya8tc,00662968,Obec Sedlice
79abp58,00249041,Obec Sedlice
c6na55h,00578541,Obec Sedliště
43absv4,00297178,Obec Sedliště
na2ayzz,00277347,Obec Sedliště
7trbgwa,00574244,Obec Sedliště
z3haxtz,00298352,Obec Sedlnice
ratbt34,00275352,OBEC SEDLOŇOV
4u9b3z2,00568724,OBEC SEHRADICE
y4xauha,00599808,Obec Sejřek
f8da6xw,00578550,Obec Sekeřice
73mapvt,00640638,Obec Seletice
84fbt82,00274216,Obec Selmice
bf6bim3,00488551,Obec Seloutky
rbpbrat,67441513,Obec Semanín
2gcak53,00238597,Obec Semčice
ch2bxhv,00275361,OBEC SEMECHNICE
f5xaskm,00239747,Obec Semice
3wyazn3,00274224,Obec Semín
265a65b,00253715,Obec Semněvice
b25akg7,00640395,Obec Semtěš
4nqa6iw,00654086,OBEC SENDRAŽ
h2ybbj7,00269484,OBEC SENDRAŽICE
vngat2p,00244376,Obec Senec
y85a3a3,00637203,Obec Senetářov
xh2ajin,00876038,Obec Senice
89pbbid,00299421,Obec Senice na Hané
hjsaxjs,00635324,Obec Senička
3a8bp95,00635821,Obec Seninka
967b6bm,00240737,Obec Senohraby
vg2bzei,00378593,Obec Senorady
pn5bbip,00249050,Obec Senožaty
f8abhax,00282545,Obec Sentice
8bbajig,00876259,Obec Sezemice
j3ebtrr,00240745,OBEC SIBŘINA
7nsa2jt,00488305,Obec Silůvky
23mbh9c,00478512,Obec Sirá
ewtaweg,00545279,Obec Sirákov
v34aqwj,00264369,Obec Siřejovice
494brb4,00488313,Obec Sivice
8x9bmfb,00293474,Obec Skalice
br7b4y5,00252867,Obec Skalice
b2xa86c,00269492,OBEC SKALICE
wewbitd,00280933,Obec Skalice nad Svitavou
fzgbiuz,00673455,Obec Skalice u České Lípy
4nmbgvw,00365432,Obec Skalička
sp6asfa,00301949,Obec Skalička
byzb3e2,00636819,Obec Skalka
n7xaxi9,00288748,Obec Skalka
bdibsyu,00673439,Obec Skalka u Doks
mqub6qp,00238619,Obec Skalsko
uz5andu,00667838,Obec Skály
w84b32j,00250104,Obec Skály
buwbia6,00868833,Obec Skapce
7qiauz8,00574261,Obec Skašov
qtibsep,00488909,Obec Skaštice
q8ga5dq,00277355,Obec Sklené
zu7b7y5,00842354,Obec Sklené
rybaxwf,00295400,Obec Sklené nad Oslavou
4yrbqvv,00251780,Obec Skočice
dftbs9t,00573906,Obec Skomelno
qg8b64x,00252875,Obec Skopytce
gamb7yd,00580066,Obec Skorkov
mmmbith,70541981,Obec Skorkov
tqda2ii,00488534,Obec Skoronice
7ezbg97,00635863,Obec Skorošice
pxhbq46,48895636,Obec Skorotice
w3fa3s4,00279498,Obec Skořenice
hb4a3w5,00480011,Obec Skořice
ausaxut,00600806,Obec Skotnice
2zsbz6z,00635693,Obec Skrbeň
tq6a94d,00532177,Obec Skrchov
c35a35a,00266141,Obec Skršín
fbiedzz,00582433,Obec Skrýchov u Malšic
3jkb5tm,00599816,Obec Skryje
p64bw4x,00244392,Obec Skryje
4tvax7a,00580074,Obec Skryje
gk2bgx5,00599824,Obec Skřinářov
p2bat37,00509817,Obec Skřipel
vbabbh4,00300659,Obec Skřipov
4y2arup,00600083,Obec Skřípov
kgca6qs,00269514,Obec Skřivany
in8btj7,00268232,Obec Skuhrov
ewwaj3d,00233790,Obec Skuhrov
ivfavr5,00262561,Obec Skuhrov
mxxa55d,00275387,Obec Skuhrov nad Bělou
zsnb5yu,00235733,Obec Skvrňov
t9wb48d,00250112,Obec Slabčice
j7pbp7f,00276138,Obec Slaná
mm2jdzd,00667846,Obec Slaník
ainapuu,00667153,Obec Slapsko
7krb66j,00667161,Obec Slapy
hrfbxt6,00241652,Obec Slapy
yksavm7,00264377,Obec Slatina
km7bia3,43313906,Obec Slatina
wq5bggb,00234885,Obec Slatina
brpawd4,00572951,Obec Slatina
d6ya3vq,00277363,Obec Slatina
jm3axuq,00600661,Obec Slatina
jk7a2m2,00637009,Obec Slatina
7uqa3sy,00279510,Obec Slatina
6u4bpxm,00273023,obec Slatina nad Úpou
ha8a6pf,00275395,Obec Slatina nad Zdobnicí
c6db46p,00299456,Obec Slatinice
d8ibiz9,00288764,Obec Slatinky
8dgbwwz,00272094,Obec Slatiny
87rb5s4,00245429,Obec Slavče
kjnbgas,00378615,Obec Slavětice
8h2aubi,00635332,Obec Slavětín
869aw75,00580082,Obec Slavětín
44ca3eq,00273031,OBEC SLAVĚTÍN NAD METUJÍ
z9fay28,00578568,Obec Slavhostice
k8aanwe,00378607,Obec Slavičky
xg3ayn2,00268241,Obec Slavíkov
xx6bnzh,48527483,Obec Slavíkovice
gcdb2et,00300667,Obec Slavkov
gpjbixc,00291315,Obec Slavkov
m99arf8,00287733,Obec Slavkov pod Hostýnem
5f8a5u7,00580091,Obec Slavníč
a6mb6vz,00273058,OBEC SLAVOŇOV
7wabiwh,00236420,Obec Slavošov
hz7a3zf,00274259,Obec Slepotice
waibyqs,00576093,Obec Slezské Pavlovice
vxibth3,00296333,Obec Slezské Rudoltice
n6aasrp,00568732,Obec Slopné
fhbbjyw,00525677,Obec Sloup v Čechách
hcvbbgv,00038130,Obec Sloupnice
56ba5xf,00653411,Obec Sloupno
ztwarta,00580104,Obec Sloupno
9j4akh7,00239763,Obec Sloveč
fysayx7,00473391,Obec Slověnice
s4war4d,00240753,Obec Sluhy
d2sau4x,00831620,Obec Slunečná
k86aj57,00637017,Obec Slup
ng3apv5,00240761,Obec Sluštice
rehat9u,00179779,Obec Služátky
2wdb2xz,00300675,Obec Služovice
ceway9p,00573850,Obec Smědčice
